ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES,RSP,FXM,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
12,GUERRERO,64,TLACOAPA,10,15,593,1470,323,29,35,35,1772,286,45,19,2,16,3,12,0,2,1,0,,,,8,267,4918,6428
12,GUERRERO,65,TLALCHAPA,17,22,68,1022,119,21,100,14,4387,22,11,13,2,4,2,11,1,0,2,7,,,,0,166,5972,9539
12,GUERRERO,66,TLALIXTAQUILLA DE MALDONADO,8,12,17,1091,35,176,163,28,1498,30,21,11,1,2,0,0,2,3,1,3,,,,5,94,3181,5497
12,GUERRERO,67,TLAPA DE COMONFORT,37,108,286,10475,1456,206,5364,1074,10341,438,413,379,16,18,7,150,29,10,4,90,,,,2954,1898,35608,63493
12,GUERRERO,68,TLAPEHUALA,22,35,34,6281,81,25,33,30,3175,20,24,27,146,1,2,19,0,0,79,5,,,,0,137,10119,16794
12,GUERRERO,69,LA UNION DE ISIDORO MONTES DE OCA,33,51,47,397,7665,74,33,64,5778,107,73,56,12,1,2,137,0,0,5,2,,,,2,242,14697,21555
12,GUERRERO,70,XALPATLAHUAC,13,20,26,2273,36,46,123,1387,2429,64,97,30,0,2,0,6,0,2,0,2,,,,96,340,6959,9943
12,GUERRERO,71,XOCHIHUEHUETLAN,8,12,65,167,565,1234,418,25,1337,35,67,22,0,1,0,1,2,0,6,1,,,,10,111,4067,5896
12,GUERRERO,72,XOCHISTLAHUACA,15,37,146,7125,146,285,2838,38,3094,829,118,51,1,11,0,10,4,1,0,31,,,,21,505,15254,20400
12,GUERRERO,73,ZAPOTITLAN TABLAS,9,14,221,600,1158,32,1771,332,1140,26,32,15,1,11,6,15,11,0,0,9,,,,1,264,5645,7291
12,GUERRERO,74,ZIRANDARO,22,32,30,1841,405,31,72,32,4958,61,66,61,7,5,1,87,1,0,1,9,,,,0,190,7858,13955
12,GUERRERO,75,ZITLALA,19,33,1322,1511,3309,543,90,104,1968,68,119,40,4,15,18,75,0,0,5,0,,,,1,522,9714,15914
12,GUERRERO,76,ACATEPEC,26,62,2935,159,10709,54,62,45,3602,68,106,19,13,7,43,5,2,1,1,3,,,,14,512,18360,22193
12,GUERRERO,77,JOSE JOAQUIN DE HERRERA,9,20,33,2739,1552,585,225,33,2376,74,221,41,1,1,2,11,2,2,3,3,,,,0,276,8180,11045
12,GUERRERO,78,ILIATENCO,6,14,29,113,710,157,1665,1273,1107,23,22,11,4,0,0,7,2,2,2,22,,,,33,249,5431,7108
12,GUERRERO,79,COCHOAPA EL GRANDE,16,33,1653,478,1173,2081,1686,1262,644,45,25,21,1,1,5,0,4,7,3,6,,,,80,447,9622,15724
12,GUERRERO,80,MARQUELIA,11,19,37,1632,371,714,114,32,3308,51,38,16,3,1,0,95,4,27,32,2,,,,1,243,6721,9872
12,GUERRERO,81,JUCHITAN,12,15,379,517,65,660,539,23,1487,19,26,18,2,1,1,0,0,2,13,16,,,,1,252,4021,5767
13,HIDALGO,1,ACATLAN,12,30,615,1610,75,157,75,111,1871,173,69,72,40,24,4,1,7,2,3,11,,,,3,188,5111,17067
13,HIDALGO,2,ACAXOCHITLAN,21,52,371,6130,160,436,201,248,8014,374,391,517,15,13,1,6,3,2,10,15,,,,10,677,17594,31283
13,HIDALGO,3,ACTOPAN,34,79,751,5782,667,464,534,364,9986,378,487,389,124,37,7,12,0,0,0,0,,,,13,961,20956,46448
13,HIDALGO,4,AGUA BLANCA DE ITURBIDE,12,18,294,1124,257,116,48,46,778,42,40,50,30,10,5,4,10,3,2,7,,,,3,137,3006,7426
13,HIDALGO,5,AJACUBA,11,23,236,1360,324,160,101,63,2959,112,70,82,26,5,3,6,0,0,0,0,,,,6,221,5734,13813
13,HIDALGO,6,ALFAJAYUCAN,22,34,283,1311,147,452,380,95,3037,148,86,133,32,9,1,5,23,1,10,32,,,,8,468,6661,15278
13,HIDALGO,7,ALMOLOYA,13,19,124,1762,38,132,81,57,1576,60,428,51,22,12,0,3,0,0,0,0,,,,0,132,4478,9337
13,HIDALGO,8,APAN,25,59,650,4460,258,228,316,172,6484,169,592,332,86,28,3,8,0,0,0,0,,,,12,416,14214,35140
13,HIDALGO,9,ATITALAQUIA,10,34,676,2763,97,478,85,895,5195,93,90,163,74,33,3,5,44,4,46,38,,,,1,289,11072,21326
13,HIDALGO,10,ATLAPEXCO,16,28,233,1749,67,132,203,81,3840,3555,170,113,14,8,1,2,33,7,5,24,,,,8,443,10688,15175
13,HIDALGO,11,ATOTONILCO EL GRANDE,28,47,468,3054,1029,188,198,129,3278,202,247,307,47,20,5,11,0,0,0,0,,,,3,327,9513,24086
13,HIDALGO,12,ATOTONILCO DE TULA,18,58,1194,2233,766,618,208,309,6999,200,323,213,161,35,135,10,83,3,36,35,,,,4,476,14041,36142
13,HIDALGO,13,CALNALI,15,24,875,1284,62,72,127,155,2008,2579,120,68,13,26,3,4,4,0,2,8,,,,0,306,7716,12347
13,HIDALGO,14,CARDONAL,17,29,1146,968,274,86,480,79,3612,136,494,69,22,12,6,2,13,1,2,26,,,,2,292,7722,14836
13,HIDALGO,15,CUAUTEPEC DE HINOJOSA,24,71,900,4942,155,432,262,389,7235,227,180,268,62,40,6,4,45,11,21,47,,,,6,488,15720,44148
13,HIDALGO,16,CHAPANTONGO,10,17,736,1669,100,821,57,93,1086,105,36,94,39,52,10,3,8,3,19,5,,,,3,154,5093,9935
13,HIDALGO,17,CHAPULHUACAN,25,33,177,2116,2008,135,100,62,2928,176,135,88,35,6,11,23,6,13,6,18,,,,1,493,8537,17002
13,HIDALGO,18,CHILCUAUTLA,15,25,255,1295,394,191,315,62,3241,103,126,71,17,10,2,9,48,4,7,20,,,,2,200,6372,13924
13,HIDALGO,19,EL ARENAL,11,24,162,2726,131,75,172,402,2470,85,64,83,24,9,1,10,0,0,0,0,,,,9,192,6615,14129
13,HIDALGO,20,ELOXOCHITLAN,7,8,3,170,811,6,24,4,178,11,6,3,0,0,1,3,0,0,0,0,,,,0,460,1680,2564
13,HIDALGO,21,EMILIANO ZAPATA,8,19,168,1672,47,89,56,77,2263,56,53,74,36,10,0,3,0,0,0,0,,,,0,191,4795,11419
13,HIDALGO,22,EPAZOYUCAN,11,23,540,1613,70,113,102,138,2659,93,59,64,21,14,3,4,0,0,0,0,,,,0,177,5670,12181
13,HIDALGO,23,FRANCISCO I. MADERO,17,46,229,2650,181,169,227,210,8521,174,114,213,46,9,2,7,0,0,0,0,,,,1,490,13243,27793
13,HIDALGO,24,HUASCA DE OCAMPO,19,28,1469,937,214,89,77,66,2010,99,53,78,27,17,10,4,0,0,0,0,,,,0,173,5323,14319
13,HIDALGO,25,HUAUTLA,26,35,180,2126,103,405,248,132,4508,1009,263,120,19,4,0,2,8,4,11,23,,,,17,470,9652,16079
13,HIDALGO,26,HUAZALINGO,10,19,44,2340,1420,34,100,41,1592,151,101,36,7,4,2,14,4,0,2,7,,,,0,264,6163,9203
13,HIDALGO,27,HUEHUETLA,16,32,226,2409,740,485,174,94,3466,220,285,299,39,13,10,35,24,5,8,15,,,,8,561,9116,17241
13,HIDALGO,28,HUEJUTLA DE REYES,52,163,1829,10071,714,731,826,439,19371,4569,1089,741,131,118,11,27,50,16,22,81,,,,4,1562,42402,92496
13,HIDALGO,29,HUICHAPAN,37,66,1272,4354,128,1305,591,293,4988,217,209,278,107,58,4,3,45,13,27,19,,,,0,555,14466,35726
13,HIDALGO,30,IXMIQUILPAN,61,135,4869,7638,486,463,2383,642,17389,1180,1326,932,64,76,18,23,127,30,18,153,,,,25,1575,39417,73409
13,HIDALGO,31,JACALA DE LEDEZMA,18,23,353,1359,206,67,66,39,2146,80,94,57,25,9,6,7,10,4,5,7,,,,0,238,4778,9311
13,HIDALGO,32,JALTOCAN,12,17,47,943,676,57,70,43,2000,328,176,73,11,5,1,4,3,0,2,10,,,,3,142,4594,7806
13,HIDALGO,33,JUAREZ HIDALGO,4,5,8,389,492,11,10,5,376,22,20,11,5,0,0,1,0,0,0,0,,,,0,52,1402,2413
13,HIDALGO,34,LA MISION,11,17,72,387,2431,56,55,52,1040,74,70,55,50,2,12,30,3,4,8,8,,,,3,351,4763,8074
13,HIDALGO,35,LOLOTLA,8,14,56,1758,166,59,75,100,1071,231,53,39,30,9,1,2,3,2,0,11,,,,2,122,3790,6963
13,HIDALGO,36,METEPEC,9,18,194,801,393,151,83,86,1299,91,38,65,34,6,2,7,13,1,7,0,,,,18,200,3489,9393
13,HIDALGO,37,METZTITLAN,26,38,158,3739,622,73,78,80,2576,155,89,42,12,8,1,10,0,0,0,0,,,,1,262,7906,16730
13,HIDALGO,38,MINERAL DEL CHICO,11,16,76,1195,1064,39,31,64,1033,36,43,34,31,2,2,23,0,0,0,0,,,,1,118,3792,7035
13,HIDALGO,39,MINERAL DEL MONTE,12,21,192,1373,49,79,60,73,2146,187,51,335,13,6,0,1,0,0,0,0,,,,3,161,4729,11279
13,HIDALGO,40,MINERAL DE LA REFORMA,76,213,4859,17061,650,946,800,1403,27946,696,601,1094,397,137,11,15,0,0,0,0,,,,61,1850,58527,131151
13,HIDALGO,41,MIXQUIAHUALA DE JUAREZ,22,59,606,3431,270,1288,443,213,6857,253,156,249,73,11,5,6,0,0,0,0,,,,10,573,14444,33757
13,HIDALGO,42,MOLANGO DE ESCAMILLA,15,19,98,1721,72,68,94,72,1939,156,48,64,19,10,1,6,12,5,2,8,,,,0,174,4569,8207
13,HIDALGO,43,NICOLAS FLORES,19,20,1513,206,37,24,71,18,1351,40,62,18,7,11,2,0,10,1,4,7,,,,0,81,3463,5164
13,HIDALGO,44,NOPALA DE VILLAGRAN,10,21,1017,1780,57,399,51,417,948,68,49,85,46,48,3,2,5,4,9,3,,,,0,161,5152,11733
13,HIDALGO,45,OMITLAN DE JUAREZ,10,14,118,1676,146,62,54,39,1441,70,53,62,16,4,3,4,0,0,0,0,,,,0,102,3850,7381
13,HIDALGO,46,PACULA,10,11,977,246,15,28,48,14,453,50,21,56,14,16,1,0,2,0,2,2,,,,0,73,2018,4098
13,HIDALGO,47,PACHUCA DE SOTO,129,384,9879,40919,1268,1565,1676,3071,51004,1249,1153,2290,948,396,26,64,413,14,131,375,,,,75,3229,119745,235598
13,HIDALGO,48,PISAFLORES,20,28,477,3043,52,76,61,39,1741,111,152,41,32,28,2,5,9,2,6,7,,,,0,313,6197,13154
13,HIDALGO,49,PROGRESO DE OBREGON,12,31,438,2696,86,123,218,137,4565,122,79,269,117,19,1,3,43,3,10,41,,,,4,294,9268,18576
13,HIDALGO,50,SAN AGUSTIN METZQUITITLAN,14,18,49,1614,47,48,47,38,1979,98,60,38,4,3,0,0,0,0,0,0,,,,1,111,4137,7667
13,HIDALGO,51,SAN AGUSTIN TLAXIACA,18,43,385,3941,158,186,160,170,6086,183,102,260,40,16,1,3,0,0,0,0,,,,6,394,12091,25145
13,HIDALGO,52,SAN BARTOLO TUTOTEPEC,17,29,101,2010,1242,79,124,86,2018,158,175,145,34,9,7,37,13,5,5,4,,,,1,417,6670,13365
13,HIDALGO,53,SAN FELIPE ORIZATLAN,24,53,1222,5560,227,415,418,593,5507,527,379,142,23,41,10,5,24,17,23,24,,,,1,601,15759,28400
13,HIDALGO,54,SAN SALVADOR,24,49,383,2134,328,153,297,185,7914,253,132,346,27,18,4,4,19,2,11,28,,,,6,473,12717,26615
13,HIDALGO,55,SANTIAGO DE ANAYA,19,27,186,1266,72,71,330,74,3095,238,249,43,11,5,1,1,23,2,5,20,,,,1,156,5849,13380
13,HIDALGO,56,SANTIAGO TULANTEPEC DE LUGO GUERRERO,11,42,585,3338,164,116,138,215,4482,114,179,142,60,21,2,4,35,2,13,47,,,,5,244,9906,26845
13,HIDALGO,57,SINGUILUCAN,11,22,298,1465,903,91,171,58,1646,42,110,78,26,10,3,11,0,0,0,0,,,,1,161,5074,12904
13,HIDALGO,58,TASQUILLO,20,29,126,1647,159,87,157,69,4009,115,75,60,12,10,1,2,22,1,6,13,,,,3,176,6750,14787
13,HIDALGO,59,TECOZAUTLA,25,49,1625,1999,155,365,309,226,2938,144,119,402,34,38,4,2,17,2,9,9,,,,0,296,8693,28186
13,HIDALGO,60,TENANGO DE DORIA,14,26,114,1551,758,79,88,105,2075,111,156,180,26,5,8,23,9,5,3,12,,,,3,282,5593,12921
13,HIDALGO,61,TEPEAPULCO,38,77,1223,5003,204,551,259,377,10680,260,434,381,113,30,4,8,0,0,0,0,,,,10,611,20148,45190
13,HIDALGO,62,TEPEHUACAN DE GUERRERO,33,43,175,6508,356,384,222,115,3067,283,200,81,13,14,8,15,13,12,8,17,,,,0,528,12019,20036
13,HIDALGO,63,TEPEJI DEL RIO DE OCAMPO,33,105,2043,5969,405,633,583,681,15282,368,1196,494,196,68,11,28,90,8,37,70,,,,11,833,29006,64905
13,HIDALGO,64,TEPETITLAN,8,16,1816,732,39,237,39,78,1578,62,37,114,65,49,4,5,31,2,15,9,,,,1,147,5060,8093
13,HIDALGO,65,TETEPANGO,7,15,488,664,305,82,195,55,2000,34,42,16,15,1,0,5,0,0,0,0,,,,1,96,3999,9091
13,HIDALGO,66,TEZONTEPEC DE ALDAMA,23,62,7401,2319,640,807,232,297,8303,240,263,259,172,109,34,7,89,5,51,30,,,,3,795,22056,37969
13,HIDALGO,67,TIANGUISTENGO,16,23,152,1936,109,174,75,114,1833,183,104,98,19,18,1,3,2,2,9,8,,,,0,290,5130,10850
13,HIDALGO,68,TIZAYUCA,40,171,2901,9386,643,780,821,1896,18441,620,438,1138,182,68,7,15,88,6,19,100,,,,47,1008,38604,107363
13,HIDALGO,69,TLAHUELILPAN,9,22,270,1191,201,250,59,119,3559,71,75,49,32,7,0,3,0,0,0,0,,,,6,213,6105,13396
13,HIDALGO,70,TLAHUILTEPA,17,20,70,1948,124,112,109,71,1181,88,57,28,6,4,0,1,0,0,0,0,,,,0,191,3990,7319
13,HIDALGO,71,TLANALAPA,8,16,217,1336,62,59,41,77,2453,37,84,78,27,6,0,1,0,0,0,0,,,,0,130,4608,8788
13,HIDALGO,72,TLANCHINOL,26,53,4920,3246,295,235,224,164,4829,427,309,196,30,90,17,13,22,6,8,18,,,,4,667,15720,26198
13,HIDALGO,73,TLAXCOAPAN,12,36,553,1956,235,506,173,345,4588,113,77,140,169,18,8,25,257,2,33,18,,,,11,314,9541,21879
13,HIDALGO,74,TOLCAYUCA,8,21,347,1889,100,86,72,90,2684,164,35,96,31,10,1,6,16,0,1,14,,,,1,116,5759,12531
13,HIDALGO,75,TULA DE ALLENDE,52,144,2768,7269,2129,1584,435,775,20639,631,845,1453,832,98,46,63,282,24,172,124,,,,19,1237,41425,87870
13,HIDALGO,76,TULANCINGO DE BRAVO,54,203,3852,12711,662,653,910,2383,23162,823,517,1393,292,168,17,16,226,25,79,197,,,,64,1673,49823,130017
13,HIDALGO,77,VILLA DE TEZONTEPEC,7,16,149,1310,35,59,56,150,1615,52,41,56,23,7,1,1,0,0,0,0,,,,0,128,3683,9392
13,HIDALGO,78,XOCHIATIPAN,13,24,3452,1700,263,263,207,58,2053,146,120,67,3,19,17,8,6,10,9,9,,,,0,420,8830,13069
13,HIDALGO,79,XOCHICOATLAN,9,13,143,1054,42,58,462,30,1269,127,55,33,10,4,1,1,6,7,1,6,,,,1,80,3390,5640
13,HIDALGO,80,YAHUALICA,15,35,365,6408,168,623,178,86,2879,858,174,139,13,11,2,7,8,4,6,11,,,,1,665,12606,17817
13,HIDALGO,81,ZACUALTIPAN DE ANGELES,19,49,342,2697,179,152,128,148,4847,190,140,133,23,6,2,2,0,0,0,0,,,,2,330,9321,27872
13,HIDALGO,82,ZAPOTLAN DE JUAREZ,8,25,443,2030,79,104,86,277,2673,82,47,86,42,13,4,2,7,2,3,12,,,,2,137,6131,16187
13,HIDALGO,83,ZEMPOALA,17,62,889,8428,149,271,201,320,8366,218,132,245,139,56,1,4,0,0,0,0,,,,9,514,19942,37275
13,HIDALGO,84,ZIMAPAN,53,72,1827,2196,271,358,313,311,5934,274,178,199,52,36,7,4,46,12,18,43,,,,3,543,12625,31850
14,JALISCO,1,ACATIC,11,30,3219,1296,81,173,88,1949,969,314,45,510,9,10,2,0,2,0,1,0,,,,3,300,8971,17012
14,JALISCO,2,ACATLAN DE JUAREZ,11,29,953,725,34,277,86,2662,2972,1134,52,684,13,0,0,1,0,1,1,2,,,,1,218,9816,17917
14,JALISCO,3,AHUALULCO DE MERCADO,12,29,957,3348,74,123,214,4423,2465,123,31,70,13,3,0,2,3,0,0,3,,,,5,210,12067,17828
14,JALISCO,4,AMACUECA,4,9,54,587,237,23,17,1519,566,27,11,28,2,2,1,2,2,1,0,1,,,,0,74,3154,4621
14,JALISCO,5,AMATITAN,8,20,1044,861,648,713,101,1303,2531,59,57,173,8,6,3,0,1,2,1,3,,,,1,155,7670,11787
14,JALISCO,6,AMECA,43,93,1856,5545,247,674,191,9136,6267,309,90,463,25,19,3,2,4,1,5,5,,,,15,575,25432,49902
14,JALISCO,7,SAN JUANITO DE ESCOBEDO,8,15,929,657,21,52,604,1068,1051,93,30,33,1,3,0,0,1,0,1,6,,,,2,123,4675,7494
14,JALISCO,8,ARANDAS,30,96,8005,5514,138,538,295,8673,2738,758,143,2819,55,50,2,3,0,0,0,0,,,,28,1215,30974,59510
14,JALISCO,9,EL ARENAL,5,23,2049,896,51,227,1391,1847,1739,242,70,617,10,1,2,0,1,0,1,4,,,,4,303,9455,15090
14,JALISCO,10,ATEMAJAC DE BRIZUELA,5,9,1514,352,14,29,20,737,1061,25,27,13,2,1,0,0,0,0,1,1,,,,1,64,3862,5018
14,JALISCO,11,ATENGO,6,11,1175,1299,21,40,14,278,340,85,3,38,4,6,1,0,1,0,0,0,,,,2,149,3456,4573
14,JALISCO,12,ATENGUILLO,5,8,77,564,5,44,8,1131,255,85,7,22,5,1,0,0,1,0,0,0,,,,1,96,2302,3521
14,JALISCO,13,ATOTONILCO EL ALTO,27,83,6297,6828,171,850,241,4314,3416,825,265,340,43,57,3,6,3,2,1,9,,,,8,593,24272,49705
14,JALISCO,14,ATOYAC,6,14,773,837,63,45,26,1588,539,117,16,278,1,2,0,0,0,1,3,0,,,,1,197,4487,7106
14,JALISCO,15,AUTLAN DE NAVARRO,30,81,1667,8617,201,239,214,7281,6379,258,164,787,43,22,0,2,7,1,4,15,,,,13,589,26503,50869
14,JALISCO,16,AYOTLAN,19,51,770,3284,68,239,336,5461,1950,441,3495,249,14,10,3,1,2,0,1,3,,,,4,399,16730,30600
14,JALISCO,17,AYUTLA,12,20,969,290,29,72,68,2687,1987,128,31,38,3,7,1,0,1,1,0,2,,,,1,161,6476,10512
14,JALISCO,18,LA BARCA,36,97,2868,3572,173,1624,1639,4913,5374,821,2257,1274,30,10,1,0,10,5,8,13,,,,9,805,25406,57008
14,JALISCO,19,BOLAÑOS,3,4,292,497,440,18,4,258,267,9,9,11,3,0,2,1,0,0,0,0,,,,3,46,1860,2279
14,JALISCO,20,CABO CORRIENTES,6,19,73,124,17,2243,296,2236,913,65,14,26,1,2,0,0,3,1,7,8,,,,1,157,6187,9131
14,JALISCO,21,CASIMIRO CASTILLO,14,29,117,2615,74,157,105,2413,1601,116,23,33,12,16,1,2,2,1,5,9,,,,2,821,8125,16078
14,JALISCO,22,CIHUATLAN,17,47,1885,1391,96,1104,189,3468,4208,288,122,1491,17,5,0,0,6,0,2,7,,,,51,448,14778,27129
14,JALISCO,23,ZAPOTLAN EL GRANDE,51,141,3341,5347,418,1116,5202,12681,11436,515,451,2117,88,27,1,3,32,6,10,132,,,,33,1056,44012,88721
14,JALISCO,24,SAN GABRIEL,10,23,280,1974,1125,105,104,2959,1376,80,12,57,181,1,0,3,115,0,1,6,,,,1,163,8543,12664
14,JALISCO,25,COCULA,17,40,1507,3353,79,263,115,3631,3061,268,46,429,7,9,1,1,9,0,0,3,,,,6,286,13074,23453
14,JALISCO,26,COLOTLAN,15,28,1780,713,72,177,133,3442,1881,283,55,173,7,5,0,0,3,2,0,6,,,,6,443,9181,15299
14,JALISCO,27,CONCEPCION DE BUENOS AIRES,5,9,79,287,13,840,8,1451,173,669,5,9,1,3,0,0,0,0,1,0,,,,0,125,3664,5137
14,JALISCO,28,CUAUTITLAN DE GARCIA BARRAGAN,9,25,3237,1378,45,43,50,4073,1501,36,26,119,12,11,3,0,0,0,0,1,,,,0,302,10837,13666
14,JALISCO,29,CUAUTLA,4,5,592,253,7,32,12,141,255,77,8,20,0,4,0,1,0,0,0,0,,,,1,128,1531,2247
14,JALISCO,30,CUQUIO,12,26,2485,3566,39,171,143,2594,957,70,39,52,1,6,3,0,0,0,0,0,,,,0,185,10311,14540
14,JALISCO,31,CHAPALA,19,62,7919,1925,95,589,167,7291,4103,415,185,1393,20,22,1,0,2,5,0,9,,,,10,590,24741,39593
14,JALISCO,32,CHIMALTITAN,3,5,1034,785,1,15,2,156,117,3,4,5,1,1,0,0,0,1,0,0,,,,1,45,2171,2695
14,JALISCO,33,CHIQUILISTLAN,4,8,361,647,526,34,25,624,650,95,9,34,2,0,3,2,0,0,0,0,,,,1,143,3156,4653
14,JALISCO,34,DEGOLLADO,16,37,1413,3306,44,165,40,3285,961,89,15,46,15,7,1,2,4,0,2,3,,,,1,217,9616,18891
14,JALISCO,35,EJUTLA,2,4,205,295,19,18,9,227,407,24,3,16,3,0,1,0,0,0,0,0,,,,1,40,1268,2027
14,JALISCO,36,ENCARNACION DE DIAZ,31,70,5045,2297,91,379,110,5559,5062,1445,128,196,21,13,3,3,0,0,0,0,,,,5,529,20886,38891
14,JALISCO,37,ETZATLAN,11,25,2083,402,47,70,31,4431,2087,104,17,57,8,6,0,0,2,0,1,1,,,,1,175,9523,15065
14,JALISCO,38,GOMEZ FARIAS,8,21,374,805,51,199,409,3133,1550,354,40,157,3,0,0,0,1,1,1,3,,,,2,305,7388,12512
14,JALISCO,39,EL GRULLO,12,33,816,1668,78,124,283,2446,2757,433,45,81,15,8,2,2,0,3,3,2,,,,2,212,8980,20186
14,JALISCO,40,GUACHINANGO,8,11,74,247,18,70,178,968,505,109,25,79,1,1,0,0,1,1,0,0,,,,0,198,2475,3670
14,JALISCO,41,GUADALAJARA,982,2186,89694,74454,4408,12974,5440,208881,157656,14427,4341,15217,2815,865,73,66,429,66,274,659,4097,,,523,16025,613384,1263589
14,JALISCO,42,HOSTOTIPAQUILLO,11,16,1690,331,53,541,18,604,360,412,6,304,5,8,2,0,0,0,1,0,,,,2,139,4476,6745
14,JALISCO,43,HUEJUCAR,5,10,552,945,11,33,11,1131,441,9,6,31,1,9,0,0,72,0,1,1,,,,1,92,3347,5366
14,JALISCO,44,HUEJUQUILLA EL ALTO,7,15,1264,1183,12,52,43,738,835,29,17,12,84,5,2,0,25,2,0,0,,,,1,103,4407,7106
14,JALISCO,45,LA HUERTA,18,36,293,2267,43,81,49,3912,3364,82,47,45,7,4,2,2,2,2,1,6,,,,1,219,10429,18702
14,JALISCO,46,IXTLAHUACAN DE LOS MEMBRILLOS,11,59,1411,7251,116,228,298,2479,5281,235,117,861,10,12,0,3,6,2,1,12,,,,3,402,18728,38570
14,JALISCO,47,IXTLAHUACAN DEL RIO,11,26,623,2274,46,569,911,2403,1990,109,34,152,8,4,0,0,0,0,1,3,,,,1,225,9353,15713
14,JALISCO,48,JALOSTOTITLAN,21,46,3876,4149,51,226,60,2995,1254,152,30,72,27,19,2,3,0,0,0,0,,,,3,320,13239,26336
14,JALISCO,49,JAMAY,12,32,1972,605,48,74,257,4088,2942,197,36,90,6,4,1,0,3,0,1,8,,,,3,211,10546,19411
14,JALISCO,50,JESUS MARIA,14,26,3317,967,27,124,38,2043,445,169,22,538,9,12,1,0,0,0,0,0,,,,3,226,7941,16469
14,JALISCO,51,JILOTLAN DE LOS DOLORES,7,10,42,125,6,93,16,303,759,22,23,12,0,0,1,0,1,2,3,2,,,,0,76,1486,4168
14,JALISCO,52,JOCOTEPEC,19,55,1494,1300,83,3656,235,5815,4348,504,190,1167,14,7,1,0,5,1,15,10,,,,19,652,19516,35316
14,JALISCO,53,JUANACATLAN,7,27,1946,716,30,219,985,1953,2102,102,43,82,11,6,0,0,1,1,1,10,,,,4,157,8369,15561
14,JALISCO,54,JUCHITLAN,6,10,444,778,28,311,24,710,659,58,27,30,2,2,0,0,0,0,0,1,,,,0,162,3236,5139
14,JALISCO,55,LAGOS DE MORENO,75,214,16350,5393,238,657,471,27991,6148,781,176,886,35,48,6,3,0,0,0,0,,,,25,1270,60478,123616
14,JALISCO,56,EL LIMON,6,10,398,497,51,543,27,411,1049,25,15,25,2,1,1,2,3,0,1,1,,,,0,85,3137,5664
14,JALISCO,57,MAGDALENA,10,26,1846,3491,38,81,36,1606,1211,55,26,41,10,15,0,0,1,0,0,1,,,,0,145,8603,15531
14,JALISCO,58,SANTA MARIA DEL ORO,5,6,500,690,3,7,2,194,24,0,3,1,1,5,0,1,0,0,1,0,,,,0,27,1459,2006
14,JALISCO,59,LA MANZANILLA DE LA PAZ,5,8,221,65,6,480,10,1180,141,11,4,326,1,0,0,0,3,0,0,0,,,,1,87,2536,3428
14,JALISCO,60,MASCOTA,13,23,606,1362,43,159,49,2058,2208,142,147,50,3,5,0,0,1,1,2,1,,,,2,181,7020,11304
14,JALISCO,61,MAZAMITLA,9,22,295,323,58,2603,57,3506,434,282,20,76,2,2,1,1,11,1,10,2,,,,3,239,7926,11599
14,JALISCO,62,MEXTICACAN,7,11,630,611,7,28,115,532,718,20,3,18,1,4,0,0,0,0,0,0,,,,0,93,2780,4925
14,JALISCO,63,MEZQUITIC,8,21,3678,1825,19,21,276,727,624,52,28,16,12,16,3,1,6,0,0,2,,,,0,235,7541,10694
14,JALISCO,64,MIXTLAN,4,7,21,1049,2,6,121,874,146,1,2,3,1,0,0,0,0,0,0,0,,,,0,32,2258,3205
14,JALISCO,65,OCOTLAN,42,128,4636,4687,218,874,392,10581,13329,713,469,647,79,23,3,1,8,3,9,34,,,,80,716,37502,78537
14,JALISCO,66,OJUELOS DE JALISCO,15,37,724,1782,122,165,73,4907,3479,106,1483,432,12,6,1,0,0,0,0,0,,,,61,387,13740,21494
14,JALISCO,67,PIHUAMO,12,21,185,2053,9,78,17,2163,766,30,18,20,5,3,0,0,0,2,1,2,,,,3,129,5484,8953
14,JALISCO,68,PONCITLAN,20,62,779,3668,110,177,418,6546,4946,464,67,1428,15,11,3,4,4,0,2,8,,,,20,480,19150,39090
14,JALISCO,69,PUERTO VALLARTA,78,350,6257,3741,971,17433,545,23730,34827,2159,1324,1120,240,35,8,5,56,20,121,105,,,,61,2058,94816,227365
14,JALISCO,70,VILLA PURIFICACION,9,17,736,1697,21,23,21,2359,806,123,11,19,3,2,3,0,1,0,0,2,,,,0,118,5945,9975
14,JALISCO,71,QUITUPAN,12,17,2038,1698,31,59,17,495,428,57,10,10,1,4,1,1,0,1,0,0,,,,0,162,5013,8465
14,JALISCO,72,EL SALTO,26,185,3682,10440,403,700,710,19929,14262,1971,675,628,56,33,4,0,16,3,9,51,,,,39,1193,54804,127559
14,JALISCO,73,SAN CRISTOBAL DE LA BARRANCA,5,7,1240,46,4,9,401,49,91,2,0,126,2,0,0,0,0,0,0,1,,,,0,28,1999,3043
14,JALISCO,74,SAN DIEGO DE ALEJANDRIA,7,12,1137,363,10,1044,4,647,240,13,9,7,5,4,1,0,0,0,0,0,,,,0,82,3566,5460
